clustered_label,0,1,2,3,4,5
8450,1.0,1.0,0.0,0.0,0.0,0.0
5400,1.0,1.0,1.0,1.0,1.0,0.0
2274,1.0,1.0,1.0,0.0,0.0,0.0
2400,1.0,0.0,0.0,0.0,0.0,0.0
2400,1.0,0.0,0.0,0.0,0.0,0.0
2400,1.0,1.0,0.0,0.0,0.0,0.0
2274,1.0,1.0,0.0,0.0,0.0,0.0
2274,1.0,1.0,1.0,1.0,1.0,0.0
8500,1.0,0.0,0.0,0.0,0.0,0.0
2849,1.0,1.0,1.0,1.0,1.0,0.0
2400,1.0,1.0,1.0,0.0,0.0,0.0
2400,1.0,1.0,0.0,0.0,0.0,0.0
5400,1.0,0.0,0.0,0.0,0.0,0.0
2274,1.0,1.0,1.0,1.0,0.0,0.0
8500,1.0,1.0,0.0,0.0,0.0,0.0
2274,1.0,1.0,1.0,0.0,0.0,0.0
8500,1.0,1.0,0.0,0.0,0.0,0.0
2274,1.0,1.0,1.0,1.0,1.0,0.0
2239,1.0,1.0,1.0,1.0,1.0,0.0
2239,1.0,1.0,1.0,1.0,1.0,0.0
2277,1.0,1.0,0.0,0.0,0.0,0.0
2277,1.0,1.0,1.0,1.0,1.0,0.0
2277,1.0,1.0,0.0,0.0,0.0,0.0
2860,1.0,1.0,1.0,1.0,1.0,0.0
2860,1.0,1.0,1.0,1.0,1.0,0.0
2860,1.0,1.0,1.0,0.0,0.0,0.0
2860,1.0,1.0,1.0,1.0,1.0,0.0
2860,1.0,1.0,1.0,1.0,1.0,0.0
2860,1.0,1.0,1.0,1.0,1.0,0.0
2860,1.0,1.0,1.0,1.0,1.0,0.0
2860,1.0,0.0,0.0,0.0,0.0,0.0
2860,1.0,1.0,1.0,1.0,1.0,0.0
2860,1.0,1.0,0.0,0.0,0.0,0.0
2860,1.0,1.0,1.0,0.0,0.0,0.0
